0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.0,-0.111,88.2
0.085,-0.111,88.2
0.085,-0.111,88.2
0.085,-0.111,88.2
0.085,-0.111,88.2
0.171,-0.111,88.2
0.171,-0.111,88.2
0.171,-0.111,88.2
0.256,-0.111,88.2
0.256,-0.111,88.2
0.256,-0.111,88.2
0.341,-0.111,88.2
0.341,-0.111,88.2
0.426,-0.111,88.2
0.426,-0.111,88.2
0.512,-0.111,88.2
0.512,-0.111,88.2
0.597,-0.111,88.2
0.597,-0.111,88.3
0.682,-0.111,88.3
0.682,-0.111,88.3
0.768,-0.111,88.3
0.853,-0.111,88.3
0.853,-0.111,88.4
0.938,-0.111,88.4
0.938,-0.111,88.4
1.023,-0.111,88.4
1.109,-0.111,88.4
1.194,-0.111,88.5
1.194,-0.111,88.5
1.279,-0.111,88.5
1.364,-0.111,88.6
1.364,-0.111,88.6
1.45,-0.111,88.6
1.535,-0.111,88.6
1.62,-0.111,88.7
1.706,-0.111,88.7
1.706,-0.111,88.7
1.791,-0.111,88.8
1.876,-0.111,88.8
1.961,-0.111,88.8
2.047,-0.111,88.9
2.047,-0.111,88.9
2.132,-0.111,88.9
2.217,-0.111,89.0
2.303,-0.111,89.0
2.388,-0.111,89.0
2.473,-0.111,89.1
2.558,-0.111,89.1
2.558,-0.111,89.2
2.644,-0.111,89.2
2.729,-0.111,89.2
2.814,-0.111,89.2
2.9,-0.111,89.3
2.985,-0.111,89.3
3.07,-0.111,89.3
3.155,-0.111,89.4
3.241,-0.111,89.4
3.326,-0.111,89.4
3.411,-0.111,89.5
3.496,-0.111,89.5
3.582,-0.111,89.5
3.667,-0.111,89.6
3.752,0.0,89.6
3.838,0.0,89.6
3.923,0.0,89.7
4.008,0.0,89.7
4.093,0.0,89.7
4.179,0.0,89.7
4.264,0.0,89.7
4.349,0.0,89.7
4.435,0.0,89.8
4.52,0.0,89.8
4.605,0.0,89.8
4.69,0.0,89.7
4.776,0.0,89.7
4.861,0.0,89.7
4.946,0.0,89.7
5.032,0.0,89.7
5.117,0.0,89.7
5.202,0.0,89.7
5.287,0.0,89.7
5.373,0.0,89.7
5.458,0.0,89.7
5.543,0.0,89.7
5.629,0.0,89.7
5.714,0.0,89.7
5.884,0.0,89.6
5.97,0.0,89.6
6.055,0.0,89.6
6.14,0.0,89.6
6.225,0.0,89.6
6.311,0.0,89.6
6.396,0.0,89.6
6.481,0.0,89.6
6.567,0.0,89.6
6.652,0.0,89.6
6.822,0.0,89.6
6.908,0.0,89.5
6.993,0.0,89.5
7.078,0.0,89.5
7.164,0.0,89.5
7.249,0.0,89.5
7.334,0.0,89.5
7.505,0.0,89.5
7.59,0.0,89.5
7.675,0.0,89.5
7.761,0.0,89.5
7.846,0.0,89.5
7.931,0.0,89.5
8.102,0.0,89.5
8.187,0.0,89.5
8.272,0.0,89.5
8.357,0.0,89.5
8.443,0.0,89.4
8.613,0.0,89.4
8.699,0.0,89.4
8.784,0.0,89.4
8.869,0.0,89.4
8.954,0.0,89.4
9.125,0.0,89.3
9.21,0.0,89.4
9.296,0.0,89.3
9.381,0.0,89.3
9.466,0.0,89.3
9.551,0.0,89.3
9.722,0.0,89.3
9.807,0.0,89.3
9.893,0.0,89.3
9.978,0.0,89.3
10.148,0.0,89.3
10.234,0.0,89.3
10.319,0.0,89.3
10.404,0.0,89.3
10.575,0.0,89.3
10.66,0.0,89.3
10.745,0.0,89.2
10.831,0.0,89.2
10.916,0.0,89.2
11.086,0.0,89.2
11.172,0.0,89.2
11.257,0.0,89.2
11.342,0.0,89.2
11.513,0.0,89.2
11.598,0.0,89.2
11.683,0.0,89.2
11.769,0.0,89.2
11.939,0.0,89.2
12.025,0.0,89.2
12.11,0.0,89.1
12.195,0.0,89.1
12.366,0.0,89.1
12.451,0.0,89.1
12.536,0.111,89.1
12.707,0.111,89.1
12.792,0.111,89.1
12.877,0.111,89.1
12.963,0.111,89.1
13.133,0.111,89.1
13.218,0.111,89.1
13.304,0.111,89.1
13.389,0.111,89.1
13.56,0.111,89.1
13.645,0.111,89.3
13.73,0.111,89.2
13.901,0.111,89.2
13.986,0.111,89.2
14.071,0.111,89.2
14.157,0.111,89.2
14.327,0.111,89.2
14.412,0.111,89.2
14.498,0.111,89.2
14.583,0.111,89.2
14.753,0.111,89.2
14.839,0.111,89.2
14.924,0.111,89.2
15.095,0.111,89.2
15.18,0.111,89.2
15.265,0.111,89.1
15.35,0.111,89.1
15.521,0.111,89.1
15.606,0.111,89.1
15.692,0.111,89.1
15.862,0.111,89.1
15.947,0.111,89.1
16.033,0.111,89.1
16.118,0.111,89.1
16.289,0.111,89.1
16.374,0.111,89.1
16.459,0.111,89.1
16.544,0.222,89.1
16.715,0.222,89.0
16.8,0.222,89.0
16.886,0.222,89.0
17.056,0.222,89.0
17.141,0.222,89.0
17.227,0.222,89.0
17.397,0.222,89.0
17.482,0.222,89.0
17.568,0.222,89.0
17.653,0.222,89.0
17.824,0.222,89.0
17.909,0.222,89.0
17.994,0.222,88.9
18.165,0.222,88.9
18.25,0.222,88.9
18.335,0.222,88.9
18.506,0.222,88.9
18.591,0.222,88.9
18.676,0.222,88.9
18.762,0.222,88.9
18.932,0.222,88.9
19.018,0.222,88.9
19.103,0.222,88.9
19.273,0.222,88.8
19.359,0.222,88.8
19.444,0.222,88.8
19.614,0.222,88.8
19.7,0.222,88.8
19.785,0.222,88.8
19.87,0.222,88.8
20.041,0.222,88.8
20.126,0.222,88.8
20.211,0.222,88.8
20.382,0.222,88.8
20.467,0.222,88.8
20.553,0.222,88.8
20.638,0.222,88.7
20.808,0.222,88.7
20.894,0.222,88.7
20.979,0.222,88.7
21.064,0.222,88.7
21.235,0.222,88.7
21.32,0.222,88.7
21.405,0.222,88.7
21.491,0.222,88.7
21.661,0.222,88.7
21.746,0.222,88.7
21.832,0.222,88.7
21.917,0.222,88.6
22.002,0.222,88.6
22.173,0.222,88.7
22.258,0.222,88.7
22.343,0.222,88.6
22.429,0.222,88.6
22.514,0.222,88.6
22.599,0.222,88.6
22.77,0.222,88.6
22.855,0.222,88.6
22.94,0.222,88.6
23.026,0.222,88.5
23.111,0.222,88.5
23.282,0.222,88.5
23.367,0.222,88.5
23.452,0.222,88.5
23.537,0.222,88.5
23.623,0.222,88.5
23.708,0.222,88.5
23.793,0.222,88.5
23.964,0.222,88.6
24.049,0.222,88.6
24.134,0.222,88.6
24.22,0.222,88.6
24.305,0.333,88.6
24.39,0.333,88.6
24.561,0.333,88.6
24.646,0.333,88.6
24.731,0.333,88.6
24.817,0.333,88.7
24.902,0.333,88.7
24.987,0.333,88.7
25.158,0.333,88.8
25.243,0.333,88.9
25.328,0.333,88.9
25.414,0.333,89.0
25.499,0.333,89.1
25.584,0.333,89.2
25.669,0.333,89.3
25.755,0.333,89.3
25.925,0.333,89.4
26.01,0.333,89.5
26.096,0.333,89.6
26.181,0.333,89.7
26.266,0.333,89.8
26.352,0.333,89.9
26.437,0.333,90.1
26.607,0.333,90.2
26.693,0.333,90.3
26.778,0.333,90.5
26.863,0.333,90.6
26.949,0.333,90.8
27.034,0.333,91.0
27.119,0.333,91.2
27.29,0.333,91.5
27.375,0.333,91.7
27.46,0.333,92.0
27.546,0.333,92.2
27.631,0.333,92.5
27.716,0.333,92.8
27.801,0.333,93.1
27.972,0.333,93.3
28.057,0.222,93.6
28.143,0.222,93.9
28.228,0.222,94.1
28.313,0.222,94.4
28.398,0.222,94.7
28.484,0.222,95.0
28.654,0.222,95.3
28.739,0.222,95.5
28.825,0.222,95.8
28.91,0.222,96.1
28.995,0.222,96.4
29.081,0.222,96.7
29.251,0.222,97.0
29.336,0.222,97.3
29.422,0.222,97.6
29.507,0.222,98.0
29.592,0.222,98.3
29.678,0.111,98.6
29.848,0.111,98.9
29.933,0.111,99.2
30.019,0.111,99.6
30.104,0.111,99.9
30.189,0.111,100.2
30.36,0.111,100.5
30.445,0.0,100.9
30.53,0.0,101.2
30.616,0.0,101.6
30.701,0.0,102.0
30.786,0.0,102.3
30.871,0.0,102.7
31.042,0.0,103.0
31.127,-0.111,103.4
31.127,-0.111,103.8
31.213,-0.111,104.1
31.298,-0.111,104.5
31.468,-0.222,104.9
31.554,-0.222,105.2
31.639,-0.222,105.6
31.724,-0.222,106.0
31.81,-0.333,106.4
31.895,-0.333,106.8
31.98,-0.333,107.2
32.065,-0.333,107.5
32.151,-0.333,107.9
32.236,-0.333,108.3
32.321,-0.444,108.7
32.407,-0.444,109.2
32.492,-0.444,109.6
32.662,-0.444,110.0
32.748,-0.555,110.4
32.833,-0.555,110.8
32.918,-0.555,111.2
33.003,-0.555,111.7
33.089,-0.666,112.2
33.174,-0.666,112.5
33.259,-0.666,112.9
33.345,-0.777,113.4
33.43,-0.777,113.8
33.515,-0.777,114.2
33.6,-0.888,114.6
33.686,-0.888,115.0
33.771,-0.888,115.4
33.856,-0.999,115.8
33.942,-0.999,116.2
34.027,-1.11,116.6
34.112,-1.11,117.1
34.197,-1.11,117.5
34.283,-1.221,117.9
34.368,-1.221,118.4
34.453,-1.332,118.8
34.539,-1.332,119.2
34.624,-1.332,119.7
34.709,-1.443,120.1
34.794,-1.554,120.6
34.88,-1.554,121.0
34.965,-1.666,121.4
35.05,-1.666,121.9
35.135,-1.666,122.3
35.135,-1.777,122.8
35.221,-1.777,123.3
35.306,-1.888,123.7
35.391,-1.888,124.2
35.477,-1.888,124.6
35.562,-1.999,125.1
35.562,-1.999,125.6
35.647,-2.11,126.0
35.732,-2.11,126.5
35.818,-2.221,126.9
35.903,-2.221,127.4
35.988,-2.332,127.9
35.988,-2.332,128.3
36.074,-2.443,128.8
36.159,-2.443,129.4
36.244,-2.443,129.9
36.329,-2.554,130.4
36.415,-2.554,130.9
36.415,-2.665,131.4
36.5,-2.665,131.9
36.585,-2.776,132.4
36.671,-2.887,132.9
36.756,-2.887,133.5
36.756,-2.998,134.0
36.841,-2.998,134.5
36.926,-3.109,135.1
37.012,-3.109,135.6
37.012,-3.22,136.1
37.097,-3.331,136.7
37.182,-3.331,137.2
37.268,-3.442,137.8
37.268,-3.442,138.3
37.353,-3.553,138.9
37.438,-3.664,139.4
37.523,-3.664,140.0
37.523,-3.775,140.5
37.609,-3.775,141.0
37.694,-3.886,141.6
37.779,-3.886,142.1
37.779,-3.997,142.6
37.864,-4.108,143.2
37.864,-4.108,143.7
37.95,-4.219,144.3
38.035,-4.33,144.8
38.035,-4.33,145.4
38.12,-4.441,145.9
38.206,-4.552,146.5
38.206,-4.552,147.1
38.291,-4.663,147.6
38.291,-4.774,148.2
38.376,-4.774,148.8
38.461,-4.886,149.4
38.461,-4.997,150.0
38.547,-4.997,150.6
38.547,-5.108,151.2
38.632,-5.219,151.9
38.632,-5.33,152.5
38.717,-5.33,153.2
38.717,-5.441,153.8
38.717,-5.552,154.5
38.803,-5.552,155.2
38.803,-5.663,155.9
38.888,-5.774,156.6
38.888,-5.885,157.3
38.973,-5.885,158.0
38.973,-5.996,158.8
39.058,-6.107,159.5
39.058,-6.107,160.2
39.058,-6.218,161.0
39.144,-6.329,161.8
39.144,-6.44,162.6
39.144,-6.44,163.4
39.229,-6.551,164.2
39.229,-6.662,165.1
39.229,-6.773,165.9
39.229,-6.773,166.7
39.314,-6.884,167.6
39.314,-6.995,168.4
39.314,-7.106,169.3
39.314,-7.106,170.2
39.4,-7.217,171.1
39.4,-7.328,172.0
39.4,-7.439,172.8
39.4,-7.439,173.7
39.4,-7.55,174.6
39.4,-7.661,175.6
39.4,-7.772,176.5
39.4,-7.883,177.5
39.4,-7.883,178.5
39.4,-7.994,179.4
39.4,-8.106,180.4
39.4,-8.217,181.4
39.4,-8.328,182.3
39.4,-8.328,183.3
39.4,-8.439,184.3
39.4,-8.55,185.4
39.4,-8.661,186.4
39.4,-8.661,187.4
39.4,-8.772,188.5
39.4,-8.883,189.5
39.4,-8.994,190.6
39.314,-8.994,191.7
39.314,-9.105,192.8
39.314,-9.216,193.9
39.314,-9.327,195.0
39.314,-9.327,196.1
39.314,-9.438,197.2
39.229,-9.549,198.3
39.229,-9.549,199.5
39.229,-9.66,200.5
39.144,-9.771,201.6
39.144,-9.882,202.8
39.144,-9.882,203.9
39.058,-9.993,205.0
39.058,-10.104,206.1
39.058,-10.104,207.2
38.973,-10.215,208.2
38.973,-10.326,209.3
38.888,-10.326,210.4
38.888,-10.437,211.5
38.888,-10.548,212.6
38.803,-10.548,213.7
38.803,-10.659,214.8
38.717,-10.659,215.9
38.717,-10.77,217.0
38.632,-10.881,218.1
38.547,-10.881,219.2
38.547,-10.992,220.2
38.461,-11.103,221.3
38.461,-11.103,222.4
38.376,-11.214,223.5
38.291,-11.214,224.6
38.291,-11.326,225.7
38.206,-11.326,226.7
38.12,-11.437,227.8
38.12,-11.437,228.9
38.035,-11.548,229.9
37.95,-11.548,231.0
37.95,-11.659,232.1
37.864,-11.659,233.1
37.779,-11.659,234.2
37.779,-11.77,235.2
37.694,-11.77,236.2
37.609,-11.881,237.3
37.523,-11.881,238.3
37.438,-11.992,239.2
37.353,-11.992,240.2
37.353,-12.103,241.1
37.268,-12.103,242.1
37.182,-12.103,243.0
37.097,-12.214,243.8
37.012,-12.214,244.7
36.926,-12.214,245.5
36.926,-12.325,246.3
36.841,-12.325,247.1
36.756,-12.325,247.9
36.671,-12.436,248.6
36.585,-12.436,249.3
36.5,-12.436,249.9
36.415,-12.547,250.6
36.329,-12.547,251.2
36.244,-12.547,251.8
36.159,-12.547,252.3
36.074,-12.658,252.8
35.988,-12.658,253.3
35.903,-12.658,253.8
35.818,-12.658,254.3
35.732,-12.769,254.8
35.647,-12.769,255.2
35.562,-12.769,255.6
35.477,-12.769,256.1
35.391,-12.769,256.5
35.306,-12.88,256.9
35.221,-12.88,257.3
35.135,-12.88,257.7
35.05,-12.88,258.1
34.965,-12.88,258.4
34.88,-12.991,258.8
34.794,-12.991,259.1
34.709,-12.991,259.5
34.624,-12.991,259.8
34.539,-12.991,260.2
34.453,-12.991,260.5
34.368,-13.102,260.9
34.283,-13.102,261.2
34.197,-13.102,261.6
34.112,-13.102,261.9
34.027,-13.102,262.3
33.942,-13.102,262.6
33.856,-13.102,263.0
33.686,-13.102,263.4
33.6,-13.213,263.7
33.515,-13.213,264.1
33.43,-13.213,264.5
33.345,-13.213,264.8
33.259,-13.213,265.2
33.174,-13.213,265.5
33.089,-13.213,265.9
33.003,-13.213,266.3
32.918,-13.213,266.6
32.833,-13.213,266.9
32.662,-13.213,267.3
32.577,-13.213,267.6
32.492,-13.324,267.9
32.407,-13.213,268.2
32.321,-13.213,268.5
32.236,-13.324,268.8
32.151,-13.324,269.0
32.065,-13.324,269.2
31.895,-13.324,269.4
31.81,-13.324,269.6
31.724,-13.324,269.8
31.639,-13.324,269.9
31.554,-13.324,270.1
31.468,-13.324,270.2
31.298,-13.324,270.3
31.213,-13.324,270.4
31.127,-13.324,270.5
31.042,-13.324,270.6
30.957,-13.324,270.6
30.871,-13.324,270.7
30.701,-13.324,270.7
30.616,-13.324,270.8
30.53,-13.324,270.8
30.445,-13.213,270.9
30.36,-13.213,270.9
30.275,-13.213,271.0
30.104,-13.213,271.0
30.019,-13.213,271.1
29.933,-13.213,271.1
29.848,-13.213,271.2
29.763,-13.213,271.2
29.592,-13.213,271.2
29.507,-13.213,271.3
29.422,-13.213,271.3
29.336,-13.213,271.3
29.251,-13.213,271.3
29.081,-13.213,271.4
28.995,-13.213,271.4
28.91,-13.213,271.4
28.825,-13.213,271.4
28.654,-13.213,271.4
28.569,-13.213,271.5
28.484,-13.213,271.5
28.398,-13.213,271.5
28.228,-13.213,271.6
28.143,-13.213,271.6
28.057,-13.213,271.6
27.972,-13.213,271.6
27.801,-13.213,271.6
27.716,-13.213,271.6
27.631,-13.213,271.6
27.546,-13.213,271.6
27.375,-13.213,271.6
27.29,-13.213,271.6
27.204,-13.213,271.7
27.034,-13.213,271.7
26.949,-13.213,271.7
26.863,-13.213,271.7
26.778,-13.213,271.7
26.607,-13.213,271.7
26.522,-13.213,271.7
26.437,-13.213,271.7
